Les Marécottes ,2023-12-15,2023-12-16,Ski Exclusive,Highest Quality & innovative technology__Direct power transmission__Power for sporting descents__Type according to availability;,CHF 95.40
Oberwil i.S. ,2023-12-15,2023-12-16,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€72.00
Oberwil i.S. ,2023-12-15,2023-12-16,Ski Economy,For the price-conscious__Brand skis;,€50.40
Oberwil i.S. ,2023-12-15,2023-12-16,Ski boot,Direct Force transmission__High Comfort__Better Performance__Perfect footing;,€34.20
Oberwil i.S. ,2023-12-15,2023-12-16,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€79.00
Oberwil i.S. ,2023-12-15,2023-12-16,Freerideski Superior,Extra wide skis for off-pistes__Best for fresh snow conditions__Perfect for ambitious skiiers;,€99.00
Oberwil i.S. ,2023-12-15,2023-12-16,Ski helmet,Optimal wearing comfort__Perfect protection__Verified material;,€18.00
Oberwil i.S. ,2023-12-15,2023-12-16,Avalanche tranceiver,Modern technology__Easy to use__For more safety__Perfect for alpine touring;,€21.60
Oberwil i.S. ,2023-12-15,2023-12-16,Safety Set,"Set includes avalanche backpack, tranceiver, probe & shovel__For more safety__Easy to use__Perfect for winter sports in open terrain;",€44.10
Oberwil i.S. ,2023-12-15,2023-12-16,Snowboard Premium,Top Performance__Supporting swing release__Perfect for powder;,€72.00
Oberwil i.S. ,2023-12-15,2023-12-16,Snowboard Economy,Lightweight and stable board__Tolerance for failures__Stable Board;,€50.40
Oberwil i.S. ,2023-12-15,2023-12-16,Snowboard boots,Lightweight__Absolute Comfort__Safe stand;,€34.20
Oberwil i.S. ,2023-12-15,2023-12-16,Shortcarver,Extreme sidecut__Bended on both sides__For turning and reversing;,€50.40
Oberwil i.S. ,2023-12-15,2023-12-17,Ski Superior,For skiers who want something special__High end skis from this season__Free ski-model exchange__Free daily service;,€139.50
Oberwil i.S. ,2023-12-15,2023-12-17,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€104.40
Oberwil i.S. ,2023-12-15,2023-12-17,Ski Economy,For the price-conscious__Brand skis;,€72.90
Oberwil i.S. ,2023-12-15,2023-12-17,Ski boot,Direct Force transmission__High Comfort__Better Performance__Perfect footing;,€45.90
Oberwil i.S. ,2023-12-15,2023-12-17,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€109.00
Oberwil i.S. ,2023-12-15,2023-12-17,Freerideski Superior,Extra wide skis for off-pistes__Best for fresh snow conditions__Perfect for ambitious skiiers;,€139.50
Oberwil i.S. ,2023-12-15,2023-12-17,Ski helmet,Optimal wearing comfort__Perfect protection__Verified material;,€26.10
Oberwil i.S. ,2023-12-15,2023-12-17,Avalanche tranceiver,Modern technology__Easy to use__For more safety__Perfect for alpine touring;,€31.50
Oberwil i.S. ,2023-12-15,2023-12-17,Safety Set,"Set includes avalanche backpack, tranceiver, probe & shovel__For more safety__Easy to use__Perfect for winter sports in open terrain;",€63.00
Oberwil i.S. ,2023-12-15,2023-12-17,Snowboard Premium,Top Performance__Supporting swing release__Perfect for powder;,€104.40
Oberwil i.S. ,2023-12-15,2023-12-17,Snowboard Economy,Lightweight and stable board__Tolerance for failures__Stable Board;,€72.90
Oberwil i.S. ,2023-12-15,2023-12-17,Snowboard boots,Lightweight__Absolute Comfort__Safe stand;,€45.90
Oberwil i.S. ,2023-12-15,2023-12-17,Shortcarver,Extreme sidecut__Bended on both sides__For turning and reversing;,€72.90
Sörenberg ,2023-12-15,2023-12-15,Ski Economy,For the price-conscious__Type according to availability;,CHF 37.80
Sörenberg ,2023-12-15,2023-12-15,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance__Type according to availability;,CHF 19.80
Sörenberg ,2023-12-15,2023-12-15,Cancellation option,With the cancellation option you can cancel your reservation until 12.00 the day before.__You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Sörenberg ,2023-12-15,2023-12-15,Snowboard Economy,Perfect for all levels__Tolerance for failures__Stable Board__Type according to availability;,CHF 36.00
Sörenberg ,2023-12-15,2023-12-15,Snowboard boots economy,Easy entry & exit__Safe stand__Best processing__Type according to availability;,CHF 19.80
Sörenberg ,2023-12-15,2023-12-15,Nordic Set Skating,Type according to availability;,CHF 43.20
Sörenberg ,2023-12-15,2023-12-15,Nordic Set Classic,Type according to availability;,CHF 37.80
Sörenberg ,2023-12-15,2023-12-15,Snowshoes,Great natural experience__Easy going on snow__Highest Comfort;,CHF 18.00
Sörenberg ,2023-12-15,2023-12-15,Helmet,Perfect fitting comfort__Perfect protection__Checked for safety__Type according to availability;,CHF 9.00
Sörenberg ,2023-12-15,2023-12-15,Back protection (shield),Protection of the lumbar vertebrae__Perfect fit__No friction;,CHF 9.00
Sörenberg ,2023-12-15,2023-12-16,Ski Economy,For the price-conscious__Type according to availability;,CHF 67.50
Sörenberg ,2023-12-15,2023-12-16,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance__Type according to availability;,CHF 32.40
Sörenberg ,2023-12-15,2023-12-16,Cancellation option,With the cancellation option you can cancel your reservation until 12.00 the day before.__You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Sörenberg ,2023-12-15,2023-12-16,Snowboard Economy,Perfect for all levels__Tolerance for failures__Stable Board__Type according to availability;,CHF 63.00
Sörenberg ,2023-12-15,2023-12-16,Snowboard boots economy,Easy entry & exit__Safe stand__Best processing__Type according to availability;,CHF 32.40
Sörenberg ,2023-12-15,2023-12-16,Nordic Set Skating,Type according to availability;,CHF 72.00
Sörenberg ,2023-12-15,2023-12-16,Nordic Set Classic,Type according to availability;,CHF 58.50
Sörenberg ,2023-12-15,2023-12-16,Snowshoes,Great natural experience__Easy going on snow__Highest Comfort;,CHF 26.10
Sörenberg ,2023-12-15,2023-12-16,Helmet,Perfect fitting comfort__Perfect protection__Checked for safety__Type according to availability;,CHF 13.50
Sörenberg ,2023-12-15,2023-12-16,Back protection (shield),Protection of the lumbar vertebrae__Perfect fit__No friction;,CHF 13.50
Sörenberg ,2023-12-15,2023-12-17,Ski Economy,For the price-conscious__Type according to availability;,CHF 83.70
Sörenberg ,2023-12-15,2023-12-17,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance__Type according to availability;,CHF 42.30
Sörenberg ,2023-12-15,2023-12-17,Cancellation option,With the cancellation option you can cancel your reservation until 12.00 the day before.__You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Sörenberg ,2023-12-15,2023-12-17,Snowboard Economy,Perfect for all levels__Tolerance for failures__Stable Board__Type according to availability;,CHF 80.10
Sörenberg ,2023-12-15,2023-12-17,Snowboard boots economy,Easy entry & exit__Safe stand__Best processing__Type according to availability;,CHF 42.30
Sörenberg ,2023-12-15,2023-12-17,Nordic Set Skating,Type according to availability;,CHF 89.10
Sörenberg ,2023-12-15,2023-12-17,Nordic Set Classic,Type according to availability;,CHF 72.00
Sörenberg ,2023-12-15,2023-12-17,Snowshoes,Great natural experience__Easy going on snow__Highest Comfort;,CHF 32.40
Sörenberg ,2023-12-15,2023-12-17,Helmet,Perfect fitting comfort__Perfect protection__Checked for safety__Type according to availability;,CHF 13.50
Sörenberg ,2023-12-15,2023-12-17,Back protection (shield),Protection of the lumbar vertebrae__Perfect fit__No friction;,CHF 13.50
Le Sentier ,2023-12-15,2023-12-15,Ski Superior,For skiers who want something special__High end skis from this season__Free ski-model exchange__Free daily service;,€43.20
Le Sentier ,2023-12-15,2023-12-15,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€33.30
Le Sentier ,2023-12-15,2023-12-15,Ski Economy,For the price-conscious__Brand skis;,€26.10
Le Sentier ,2023-12-15,2023-12-15,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance;,€14.40
Le Sentier ,2023-12-15,2023-12-15,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€45.00
Le Sentier ,2023-12-15,2023-12-15,Ski helmet,Optimal wearing comfort__Perfect protection__Verified material;,€10.80
Le Sentier ,2023-12-15,2023-12-15,Avalanche tranceiver,Modern technology__Easy to use__For more safety__Perfect for alpine touring;,€22.50
Le Sentier ,2023-12-15,2023-12-15,Safety Set,"Set includes avalanche backpack, tranceiver, probe & shovel__For more safety__Easy to use__Perfect for winter sports in open terrain;",€22.50
Le Sentier ,2023-12-15,2023-12-15,Snowboard Economy,Lightweight and stable board__Tolerance for failures__Stable Board;,€26.10
Le Sentier ,2023-12-15,2023-12-15,Snowboard Superior,Unbelieveable edge stability__Extreme Performance__Control in all situations;,€43.20
Le Sentier ,2023-12-15,2023-12-15,Snowboard boots,Lightweight__Absolute Comfort__Safe stand;,€14.40
Le Sentier ,2023-12-15,2023-12-15,Snow shoes incl. poles,Great natural experience__Easy going on snow__Highest Comfort;,€17.10
Le Sentier ,2023-12-15,2023-12-15,Shortcarver,Extreme sidecut__Bended on both sides__For turning and reversing;,€22.50
Le Sentier ,2023-12-15,2023-12-15,Sledge,Comfortable Seating__Rubber bearing for dumping__Easy steering;,€17.10
Le Sentier ,2023-12-15,2023-12-16,Ski Superior,For skiers who want something special__High end skis from this season__Free ski-model exchange__Free daily service;,€82.80
Le Sentier ,2023-12-15,2023-12-16,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€63.00
Le Sentier ,2023-12-15,2023-12-16,Ski Economy,For the price-conscious__Brand skis;,€47.70
Le Sentier ,2023-12-15,2023-12-16,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance;,€26.10
Le Sentier ,2023-12-15,2023-12-16,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€79.00
Le Sentier ,2023-12-15,2023-12-16,Ski helmet,Optimal wearing comfort__Perfect protection__Verified material;,€20.70
Le Sentier ,2023-12-15,2023-12-16,Avalanche tranceiver,Modern technology__Easy to use__For more safety__Perfect for alpine touring;,€42.30
Le Sentier ,2023-12-15,2023-12-16,Safety Set,"Set includes avalanche backpack, tranceiver, probe & shovel__For more safety__Easy to use__Perfect for winter sports in open terrain;",€42.30
Le Sentier ,2023-12-15,2023-12-16,Snowboard Economy,Lightweight and stable board__Tolerance for failures__Stable Board;,€47.70
Le Sentier ,2023-12-15,2023-12-16,Snowboard Superior,Unbelieveable edge stability__Extreme Performance__Control in all situations;,€82.80
Le Sentier ,2023-12-15,2023-12-16,Snowboard boots,Lightweight__Absolute Comfort__Safe stand;,€26.10
Le Sentier ,2023-12-15,2023-12-16,Snow shoes incl. poles,Great natural experience__Easy going on snow__Highest Comfort;,€29.70
Le Sentier ,2023-12-15,2023-12-16,Shortcarver,Extreme sidecut__Bended on both sides__For turning and reversing;,€42.30
Le Sentier ,2023-12-15,2023-12-16,Sledge,Comfortable Seating__Rubber bearing for dumping__Easy steering;,€26.10
Le Sentier ,2023-12-15,2023-12-17,Ski Superior,For skiers who want something special__High end skis from this season__Free ski-model exchange__Free daily service;,€118.80
Le Sentier ,2023-12-15,2023-12-17,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€92.70
Le Sentier ,2023-12-15,2023-12-17,Ski Economy,For the price-conscious__Brand skis;,€68.40
Le Sentier ,2023-12-15,2023-12-17,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance;,€35.10
Le Sentier ,2023-12-15,2023-12-17,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€109.00
Le Sentier ,2023-12-15,2023-12-17,Ski helmet,Optimal wearing comfort__Perfect protection__Verified material;,€29.70
Le Sentier ,2023-12-15,2023-12-17,Avalanche tranceiver,Modern technology__Easy to use__For more safety__Perfect for alpine touring;,€62.10
Le Sentier ,2023-12-15,2023-12-17,Safety Set,"Set includes avalanche backpack, tranceiver, probe & shovel__For more safety__Easy to use__Perfect for winter sports in open terrain;",€62.10
Le Sentier ,2023-12-15,2023-12-17,Snowboard Economy,Lightweight and stable board__Tolerance for failures__Stable Board;,€68.40
Le Sentier ,2023-12-15,2023-12-17,Snowboard Superior,Unbelieveable edge stability__Extreme Performance__Control in all situations;,€118.80
Le Sentier ,2023-12-15,2023-12-17,Snowboard boots,Lightweight__Absolute Comfort__Safe stand;,€35.10
Le Sentier ,2023-12-15,2023-12-17,Snow shoes incl. poles,Great natural experience__Easy going on snow__Highest Comfort;,€42.30
Le Sentier ,2023-12-15,2023-12-17,Shortcarver,Extreme sidecut__Bended on both sides__For turning and reversing;,€62.10
Le Sentier ,2023-12-15,2023-12-17,Sledge,Comfortable Seating__Rubber bearing for dumping__Easy steering;,€35.10
Buttes La Robella ,2023-12-15,2023-12-15,Ski Superior,For skiers who want something special__High end skis from this season__Free ski-model exchange__Free daily service;,€32.40
Buttes La Robella ,2023-12-15,2023-12-15,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€26.10
Buttes La Robella ,2023-12-15,2023-12-15,Ski Economy,For the price-conscious__Brand skis;,€23.40
Buttes La Robella ,2023-12-15,2023-12-15,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance;,€10.80
Buttes La Robella ,2023-12-15,2023-12-15,Alpine touring ski,With skins and poles__With the best skiservice__For your adventure in the alps;,€32.40
Buttes La Robella ,2023-12-15,2023-12-15,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€45.00
Buttes La Robella ,2023-12-15,2023-12-15,Alpine touring ski boots,perfect fitting touring boots__the newest models of the season__different brands;,€10.80
Buttes La Robella ,2023-12-15,2023-12-15,Ski helmet,Optimal wearing comfort__Perfect protection__Verified material;,€6.30
Buttes La Robella ,2023-12-15,2023-12-15,Snowboard Economy,Lightweight and stable board__Tolerance for failures__Stable Board;,€23.40
Buttes La Robella ,2023-12-15,2023-12-15,Snowboard boots Premium,Direct Power Transmission__Safe stand & warm feet__Maximum heel stability;,€10.80
Buttes La Robella ,2023-12-15,2023-12-15,Snow shoes incl. poles,Great natural experience__Easy going on snow__Highest comfort;,€10.80
Buttes La Robella ,2023-12-15,2023-12-15,Snowblades,Extreme sidecut__For turning and reversing__Max. length 90cm__Very narrow radius;,€13.50
Buttes La Robella ,2023-12-15,2023-12-15,Skating shoes,Suitable for skating rinks & natural ice.__For beginners and pro's__Perfect fitting;,€5.40
Buttes La Robella ,2023-12-15,2023-12-16,Ski Superior,For skiers who want something special__High end skis from this season__Free ski-model exchange__Free daily service;,€59.40
Buttes La Robella ,2023-12-15,2023-12-16,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€51.30
Buttes La Robella ,2023-12-15,2023-12-16,Ski Economy,For the price-conscious__Brand skis;,€42.30
Buttes La Robella ,2023-12-15,2023-12-16,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance;,€20.70
Buttes La Robella ,2023-12-15,2023-12-16,Alpine touring ski,With skins and poles__With the best skiservice__For your adventure in the alps;,€59.40
Buttes La Robella ,2023-12-15,2023-12-16,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€79.00
Buttes La Robella ,2023-12-15,2023-12-16,Alpine touring ski boots,perfect fitting touring boots__the newest models of the season__different brands;,€20.70
Buttes La Robella ,2023-12-15,2023-12-16,Ski helmet,Optimal wearing comfort__Perfect protection__Verified material;,€10.80
Buttes La Robella ,2023-12-15,2023-12-16,Snowboard Economy,Lightweight and stable board__Tolerance for failures__Stable Board;,€42.30
Buttes La Robella ,2023-12-15,2023-12-16,Snowboard boots Premium,Direct Power Transmission__Safe stand & warm feet__Maximum heel stability;,€20.70
Buttes La Robella ,2023-12-15,2023-12-16,Snowblades,Extreme sidecut__For turning and reversing__Max. length 90cm__Very narrow radius;,€26.10
Buttes La Robella ,2023-12-15,2023-12-16,Snow shoes incl. poles,Great natural experience__Easy going on snow__Highest comfort;,€20.70
Buttes La Robella ,2023-12-15,2023-12-16,Skating shoes,Suitable for skating rinks & natural ice.__For beginners and pro's__Perfect fitting;,€8.10
Buttes La Robella ,2023-12-15,2023-12-17,Ski Superior,For skiers who want something special__High end skis from this season__Free ski-model exchange__Free daily service;,€83.70
Buttes La Robella ,2023-12-15,2023-12-17,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€74.70
Buttes La Robella ,2023-12-15,2023-12-17,Ski Economy,For the price-conscious__Brand skis;,€61.20
Buttes La Robella ,2023-12-15,2023-12-17,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance;,€26.10
Buttes La Robella ,2023-12-15,2023-12-17,Alpine touring ski,With skins and poles__With the best skiservice__For your adventure in the alps;,€83.70
Buttes La Robella ,2023-12-15,2023-12-17,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€109.00
Buttes La Robella ,2023-12-15,2023-12-17,Alpine touring ski boots,perfect fitting touring boots__the newest models of the season__different brands;,€26.10
Buttes La Robella ,2023-12-15,2023-12-17,Ski helmet,Optimal wearing comfort__Perfect protection__Verified material;,€14.40
Buttes La Robella ,2023-12-15,2023-12-17,Snowboard Economy,Lightweight and stable board__Tolerance for failures__Stable Board;,€61.20
Buttes La Robella ,2023-12-15,2023-12-17,Snowboard boots Premium,Direct Power Transmission__Safe stand & warm feet__Maximum heel stability;,€26.10
Buttes La Robella ,2023-12-15,2023-12-17,Snowblades,Extreme sidecut__For turning and reversing__Max. length 90cm__Very narrow radius;,€35.10
Buttes La Robella ,2023-12-15,2023-12-17,Snow shoes incl. poles,Great natural experience__Easy going on snow__Highest comfort;,€26.10
Buttes La Robella ,2023-12-15,2023-12-17,Skating shoes,Suitable for skating rinks & natural ice.__For beginners and pro's__Perfect fitting;,€10.80
St. Peter ,2023-12-15,2023-12-15,Ski Superior,For skiers who want something special__High end skis from this season__Free ski-model exchange__Free daily service;,€52.20
St. Peter ,2023-12-15,2023-12-15,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€36.90
St. Peter ,2023-12-15,2023-12-15,Ski Economy,For the price-conscious__Brand skis;,€26.10
St. Peter ,2023-12-15,2023-12-15,Ski boot,Direct Force transmission__High Comfort__Better Performance__Perfect footing;,€18.00
St. Peter ,2023-12-15,2023-12-15,Alpine touring skis Superior + crampons,"High end alpine touring skis__Including bindings, skins and crampons__Endless fun off-pistes__Perfect for ambitious skiiers;",€52.20
St. Peter ,2023-12-15,2023-12-15,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€45.00
St. Peter ,2023-12-15,2023-12-15,Freerideski Superior,Extra wide skis for off-pistes__Best for fresh snow conditions__Perfect for ambitious skiiers;,€52.20
St. Peter ,2023-12-15,2023-12-15,Ski helmet,Optimal wearing comfort__Perfect protection__Verified material;,€9.90
St. Peter ,2023-12-15,2023-12-15,Avalanche tranceiver,Modern technology__Easy to use__For more safety__Perfect for alpine touring;,€10.80
St. Peter ,2023-12-15,2023-12-15,Safety Set,"Set includes avalanche backpack, tranceiver, probe & shovel__For more safety__Easy to use__Perfect for winter sports in open terrain;",€24.30
St. Peter ,2023-12-15,2023-12-15,Snowboard Premium,Top Performance__Supporting swing release__Perfect for powder;,€36.90
St. Peter ,2023-12-15,2023-12-15,Snowboard Economy,Lightweight and stable board__Tolerance for failures__Stable Board;,€26.10
St. Peter ,2023-12-15,2023-12-15,Snowboard boots,Lightweight__Absolute Comfort__Safe stand;,€18.00
St. Peter ,2023-12-15,2023-12-15,Snow shoes incl. poles,Great natural experience__Easy going on snow__Highest comfort;,€18.00
St. Peter ,2023-12-15,2023-12-15,Shortcarver,Extreme sidecut__Bended on both sides__For turning and reversing;,€26.10
St. Peter ,2023-12-15,2023-12-16,Ski Superior,For skiers who want something special__High end skis from this season__Free ski-model exchange__Free daily service;,€99.00
St. Peter ,2023-12-15,2023-12-16,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€72.00
St. Peter ,2023-12-15,2023-12-16,Ski Economy,For the price-conscious__Brand skis;,€50.40
St. Peter ,2023-12-15,2023-12-16,Ski boot,Direct Force transmission__High Comfort__Better Performance__Perfect footing;,€34.20
St. Peter ,2023-12-15,2023-12-16,Alpine touring skis Superior + crampons,"High end alpine touring skis__Including bindings, skins and crampons__Endless fun off-pistes__Perfect for ambitious skiiers;",€99.00
St. Peter ,2023-12-15,2023-12-16,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€79.00
St. Peter ,2023-12-15,2023-12-16,Freerideski Superior,Extra wide skis for off-pistes__Best for fresh snow conditions__Perfect for ambitious skiiers;,€99.00
St. Peter ,2023-12-15,2023-12-16,Ski helmet,Optimal wearing comfort__Perfect protection__Verified material;,€18.00
St. Peter ,2023-12-15,2023-12-16,Avalanche tranceiver,Modern technology__Easy to use__For more safety__Perfect for alpine touring;,€21.60
St. Peter ,2023-12-15,2023-12-16,Safety Set,"Set includes avalanche backpack, tranceiver, probe & shovel__For more safety__Easy to use__Perfect for winter sports in open terrain;",€44.10
St. Peter ,2023-12-15,2023-12-16,Snowboard Premium,Top Performance__Supporting swing release__Perfect for powder;,€72.00
St. Peter ,2023-12-15,2023-12-16,Snowboard Economy,Lightweight and stable board__Tolerance for failures__Stable Board;,€50.40
St. Peter ,2023-12-15,2023-12-16,Snowboard boots,Lightweight__Absolute Comfort__Safe stand;,€34.20
